,name,age,sex,handedness,experiment,list,sentence,taskQuestion,trigger,expectedAnswer,participantAnswer,answer,word1,word2,word3,word4,word5,word6,word7,12,13,14,15,16,17,18
17,First Last,21,Female,100,Egyptian,1,كل طباخة محترفه تاكل المساعد من الطبخة,,8,,,,,,,,,,,0.15178379998542368,0.15131210000254214,0.14991390006616712,0.15161760000046343,0.14589440007694066,0.15227530000265688,0.5016397000290453
18,First Last,21,Female,100,Egyptian,1,كل محامية متوتره تراجع المتهم قبل الجلسة,,9,,,,,,,,,,,0.15036359999794513,0.14981299999635667,0.15116510004736483,0.14727229997515678,0.1481200000271201,0.15228579996619374,0.49978790001478046
19,First Last,21,Female,100,Egyptian,1,كل دكتورة تجميل تعتني مرضاها عشان التسويق,,10,,,,,,,,,,,0.14561690005939454,0.15116169990506023,0.14916030003223568,0.15159930009394884,0.14559540001209825,0.15171180001925677,0.49580429994966835
20,First Last,21,Female,100,Egyptian,1,كل ممثله مخلصه تجمل الشخصيه عشان الدور,,11,,,,,,,,,,,0.1463492999318987,0.15045820001978427,0.15076690004207194,0.15166260011028498,0.14598120003938675,0.15141149994451553,0.5010026000672951
21,First Last,21,Female,100,Egyptian,1,كل مسافره متحمسه تجهز اهلها قبل السفر,,12,,,,,,,,,,,0.1522812000475824,0.15048149996437132,0.14717209991067648,0.14790579990949482,0.15154959994833916,0.1517382999882102,0.5013760000001639
22,First Last,21,Female,100,Egyptian,1,كل مسجونه ندمانه تسامح القاضي بعد الخروج,,1,,,,,,,,,,,0.14541380002629012,0.1506751999258995,0.15149259997997433,0.15189209999516606,0.1450495000462979,0.15112409996800125,0.49623910000082105
23,First Last,21,Female,100,Egyptian,1,كل ام متوتره تحاسب العيال على الحادث,,2,,,,,,,,,,,0.14651240000966936,0.15004290000069886,0.1508837000001222,0.1508519999915734,0.14704409998375922,0.15106330008711666,0.5015206000534818
24,First Last,21,Female,100,Egyptian,1,كل حرمه شجاعة تحب الرواد في المجتمع,,3,,,,,,,,,,,0.15191420004703104,0.15043519996106625,0.14432680001482368,0.15161749999970198,0.14917400002013892,0.15117630001623183,0.5011231999378651
25,First Last,21,Female,100,Egyptian,1,كل ممرضه مصابة تحبس مريضها في المستشفى,,4,,,,,,,,,,,0.15318430005572736,0.1501559999305755,0.14834159996826202,0.14751110004726797,0.1500378999626264,0.15150549996178597,0.4966936999699101
26,First Last,21,Female,100,Egyptian,1,كل عالمة حرصه تحمي المشتركين قبل التجارب,,5,,,,,,,,,,,0.15233930002432317,0.1503155999816954,0.14673089992720634,0.15182339993771166,0.14627450006082654,0.15222360007464886,0.5006198999471962
27,First Last,21,Female,100,Egyptian,1,كل طفلة مشاغبه تخفي العابها من العقاب,,6,,,,,,,,,,,0.1494167000055313,0.15093389991670847,0.1504194000735879,0.1478439000202343,0.1451334001030773,0.15156580007169396,0.5021552999969572
28,First Last,21,Female,100,Egyptian,1,كل محامية مهمله تلوم العميل على الخساره,,7,,,,,,,,,,,0.14769309991970658,0.15091409999877214,0.14653839997481555,0.1499187999870628,0.15020869998261333,0.1515787000535056,0.49904979998245835
29,First Last,21,Female,100,Egyptian,1,كل خياطة معروفة تدرب المبتدئين على التطريز,,8,,,,,,,,,,,0.14465580007527024,0.150627400027588,0.15250249998643994,0.14811019995249808,0.14891650003846735,0.15203869994729757,0.5004199999384582
30,First Last,21,Female,100,Egyptian,1,كل عروسة يديده تدلع العريس قبل العرس,,9,,,,,,,,,,,0.15322690003085881,0.15032449993304908,0.15013429999817163,0.1520168000133708,0.15168050001375377,0.1515494000632316,0.5009360000258312
31,First Last,21,Female,100,Egyptian,1,كل مسلم ملتزم يذكر ربيعه في الصلاة,,10,,,,,,,,,,,0.14570590003859252,0.15007990004960448,0.15222620009444654,0.15090239990968257,0.14543150004465133,0.15162309992592782,0.49525729997549206
32,First Last,21,Female,100,Egyptian,1,كل معلمة مرتبة تراجع طلابها بعد الحصص,,11,,,,,,,,,,,0.1523542000213638,0.15025449998211116,0.1507967000361532,0.15134600002784282,0.14504350000061095,0.15127020003274083,0.4989821999333799
33,First Last,21,Female,100,Egyptian,1,كل جراحة حريصه تجهز الممرضين قبل العملية,,12,,,,,,,,,,,0.1468784000026062,0.14998210000339895,0.15207660000305623,0.1512435000622645,0.15178409998770803,0.1516836000373587,0.5015017000259832
34,First Last,21,Female,100,Egyptian,1,كل رسامه معروفه ترسم المشاهير عشان تنشهر,,1,,,,,,,,,,,0.14500889996998012,0.14991700008977205,0.14583930000662804,0.15192990005016327,0.1510244000237435,0.15043239993974566,0.5017092999769375
35,First Last,21,Female,100,Egyptian,1,كل مديرة طموحه ترشح الحريم عشان المركز,,2,,,,,,,,,,,0.1456577000208199,0.14976820000447333,0.1460547000169754,0.15128250000998378,0.14604120003059506,0.14858479995746166,0.501688800053671
36,First Last,21,Female,100,Egyptian,1,كل ام مقصره تسامح عيالها على التقصير,,3,,,,,,,,,,,0.15171090001240373,0.15139080001972616,0.15197719994466752,0.1475711000384763,0.14944950002245605,0.15180790005251765,0.50100329995621
37,First Last,21,Female,100,Egyptian,1,كل ممرضه مبتدائه تتحدا الدكاترة في الشغل,,4,,,,,,,,,,,0.14467489998787642,0.15061809995677322,0.14884499995969236,0.15201499999966472,0.14734739996492863,0.15104290004819632,0.501771799987182
38,First Last,21,Female,100,Egyptian,1,كل ممثلة صوتيه تسمع الشخصية في الأفلام,,5,,,,,,,,,,,0.14709320000838488,0.15130340005271137,0.14904749998822808,0.15213940001558512,0.1530343999620527,0.1507016000105068,0.5008844999829307
39,First Last,21,Female,100,Egyptian,1,كل مغنية مشهوره تشجع الغرقة قبل الاستعراض,,6,,,,,,,,,,,0.14622639992740005,0.15075879998039454,0.15197620005346835,0.1518523000413552,0.14853419992141426,0.1516766999848187,0.4964929000707343
40,First Last,21,Female,100,Egyptian,1,كل طالبة مجتهده تعلم زميلتها بعد الحصة,,7,,,,,,,,,,,0.1476691000862047,0.15022220008540899,0.15030610002577305,0.14727459999267012,0.15162170003168285,0.15187970001716167,0.5010807999642566
41,First Last,21,Female,100,Egyptian,1,كل رياضية أولومبيا تشوف الفريق في الجريدة,,8,,,,,,,,,,,0.15022119996137917,0.15051769989077002,0.14593380002770573,0.14890450006350875,0.1478977999649942,0.15201570000499487,0.5000270999735221
42,First Last,21,Female,100,Egyptian,1,كل مرشدة سياحية تصورالسياح عند الآثار,,9,,,,,,,,,,,0.15227279998362064,0.15147529996465892,0.14558850007597357,0.15136380004696548,0.15119349991437048,0.5004405999789014,
43,First Last,21,Female,100,Egyptian,1,كل وزيرة يديده تكلم الرئيس قبل الخطاب,,10,,,,,,,,,,,0.14572759997099638,0.15024450002238154,0.15176079992670566,0.1512309000827372,0.15171780006494373,0.15205979999154806,0.4979704999132082
44,First Last,21,Female,100,Egyptian,1,كل مريضة متوترة تطمن الدكتور بعد العلاج,,11,,,,,,,,,,,0.14442539995070547,0.15090550004970282,0.14719739998690784,0.15160240000113845,0.1473782000830397,0.15168739994987845,0.5018194000003859
45,First Last,21,Female,100,Egyptian,1,كل محامية شغوفه تطور عملائها مع القضايا,,12,,,,,,,,,,,0.15215880004689097,0.14981850003823638,0.14506789995357394,0.14996579999569803,0.14526100002694875,0.15168470004573464,0.49483689991757274
46,First Last,21,Female,100,Egyptian,1,كل مسؤولة مهتمه تعاتب المدير بعد الفشل,,1,,,,,,,,,,,0.15037220006342977,0.15038539993111044,0.14914870006032288,0.1477752000791952,0.14838680007960647,0.15151709993369877,0.5013446999946609
47,First Last,21,Female,100,Egyptian,1,كل مربية مسؤوله تعاتب الأهل عشان العيال,,2,,,,,,,,,,,0.1440946999937296,0.15077730000484735,0.14659110002685338,0.14930029993411154,0.15177600004244596,0.15080880001187325,0.5017377000767738
48,First Last,21,Female,100,Egyptian,1,كل دكتورة كبيرة تعالج المرضى في المسشفى,,3,,,,,,,,,,,0.15178250009194016,0.15034779999405146,0.1512910999590531,0.1525188999949023,0.1495217999909073,0.15135479997843504,0.5009719000663608
49,First Last,21,Female,100,Egyptian,1,كل بنت عطشانه تشرب البيبي من الكوب,,4,,,,,,,,,,,0.14641699998173863,0.15041970007587224,0.14874920004513115,0.15115769999101758,0.1463795000454411,0.15171010000631213,0.5015600000042468
50,First Last,21,Female,100,Egyptian,1,كل محاسبه يديده تلعم زميلتها عشان التقييم,,5,,,,,,,,,,,0.14899840008001775,0.15051449998281896,0.15138029993977398,0.1471097000176087,0.14669310010503978,0.1522852999623865,0.5016781999729574
51,First Last,21,Female,100,Egyptian,1,كل ممثلة قديرة تثقف الجمهور من الأدوار,,6,,,,,,,,,,,0.14479629998095334,0.15099059999920428,0.14437719993293285,0.15136380004696548,0.15089679998345673,0.15148920007050037,0.5011677999282256
52,First Last,21,Female,100,Egyptian,1,كل رياضيه مبتدأه تقنع مدربها قبل التمرين,,7,,,,,,,,,,,0.14642350003123283,0.15038829995319247,0.15232059999834746,0.14954680006485432,0.15114680002443492,0.1514762999722734,0.49711500003468245
53,First Last,21,Female,100,Egyptian,1,كل طالبة مجتهده تكافئ المدرسين بعد الامتحان,,8,,,,,,,,,,,0.1475563000421971,0.15039510000497103,0.1498962000478059,0.1471087000099942,0.15233330009505153,0.15115980000700802,0.5015551000833511
54,First Last,21,Female,100,Egyptian,1,كل مديره مهتمه تطمن المسؤول بنجاح موظفينها,,9,,,,,,,,,,,0.15163059998303652,0.15046859998255968,0.14955549989826977,0.15072080004028976,0.14418229996226728,0.1465039000613615,0.49911079998128116
55,First Last,21,Female,100,Egyptian,1,كل ملكة مخلصة تلزم جنودها عشان الشعب,,10,,,,,,,,,,,0.15080370008945465,0.15012729994487017,0.1511604000115767,0.15073449991177768,0.15086200006771833,0.15257600008044392,0.4977699000155553
56,First Last,21,Female,100,Egyptian,1,كل مصوره مبدعه تدرب الطلاب على زوايا,,11,,,,,,,,,,,0.1451163999736309,0.15024839993566275,0.14724279998335987,0.15237229992635548,0.14883459999691695,0.15201219997834414,0.49785329995211214
57,First Last,21,Female,100,Egyptian,1,كل دكتوره جامعية تمتحن التلاميذ بعد المحاضرة,,12,,,,,,,,,,,0.15129379997961223,0.15092240006197244,0.1496234000660479,0.14953689998947084,0.14654779992997646,0.15185000002384186,0.5008179000578821
58,First Last,21,Female,100,Egyptian,1,كل صحفية تتنافس تمدح مصادرها عشان الفوز,,1,,,,,,,,,,,0.14459909999277443,0.14859740005340427,0.15004039998166263,0.14680210000369698,0.14569739997386932,0.15056229999754578,0.5001611999468878
59,First Last,21,Female,100,Egyptian,1,كل رسامه مبهره تنظف الاطفال بعد الرسم,,2,,,,,,,,,,,0.1463817999465391,0.14972580003086478,0.1463454000186175,0.1477117999456823,0.14470179995987564,0.14634199999272823,0.5015460000140592
60,First Last,21,Female,100,Egyptian,1,كل مستشاره متعمقة تهلك المتدرب عشان العميل,,3,,,,,,,,,,,0.14581279992125928,0.1502771999221295,0.1472084999550134,0.14814429997932166,0.14823739998973906,0.1514216000214219,0.5014122000429779
61,First Last,21,Female,100,Egyptian,1,كل مغنية مشهوره تهيء الفرقه قبل الحفل,,4,,,,,,,,,,,0.15242910000961274,0.15029589994810522,0.14665939996484667,0.1492185000097379,0.15211889997590333,0.151441500056535,0.501349400030449
